CHEMBL_ID
CHEMBL84158
CHEMBL807
CHEMBL1201574
CHEMBL644
CHEMBL10878
CHEMBL659
CHEMBL809
CHEMBL661
CHEMBL129
CHEMBL193240
CHEMBL1201066
CHEMBL1460
CHEMBL657
CHEMBL968
CHEMBL580
CHEMBL4130229
CHEMBL1201576
CHEMBL215645
CHEMBL3421729
CHEMBL5095213
CHEMBL779
CHEMBL1200826
CHEMBL277062
CHEMBL655
CHEMBL11
CHEMBL153479
CHEMBL2105613
CHEMBL452
CHEMBL598172
CHEMBL3989843
CHEMBL86304
CHEMBL568
CHEMBL635
CHEMBL58323
CHEMBL2103849
CHEMBL21731
CHEMBL1083390
CHEMBL476323
CHEMBL465
CHEMBL1112
CHEMBL1628227
CHEMBL4297594
CHEMBL74415
CHEMBL1236315
CHEMBL119385
CHEMBL395429
CHEMBL1764
CHEMBL95
CHEMBL46
CHEMBL1068
CHEMBL1059
CHEMBL1423
CHEMBL32479
CHEMBL190083
CHEMBL36715
CHEMBL908
CHEMBL911
CHEMBL1101
CHEMBL967
CHEMBL135400
CHEMBL569713
CHEMBL646
CHEMBL1531134
CHEMBL1372950
CHEMBL46516
CHEMBL741
CHEMBL413
CHEMBL5095419
CHEMBL13209
CHEMBL5314586
CHEMBL70418
CHEMBL654
CHEMBL108
CHEMBL716
CHEMBL26
CHEMBL42
CHEMBL445
CHEMBL41
CHEMBL479
CHEMBL621
CHEMBL255231
CHEMBL1201569
CHEMBL567
CHEMBL1508
CHEMBL130880
CHEMBL40
CHEMBL715
CHEMBL49
CHEMBL243712
CHEMBL1621
CHEMBL3989517
CHEMBL1200574
CHEMBL455917
CHEMBL22097
CHEMBL248594
CHEMBL991
CHEMBL4650224
CHEMBL1431
CHEMBL284906
CHEMBL370753
CHEMBL2311030
CHEMBL45
CHEMBL220492
CHEMBL1200711
CHEMBL54
CHEMBL490
CHEMBL3989562
CHEMBL502
CHEMBL1521
CHEMBL814
CHEMBL2151572
CHEMBL629
CHEMBL12
CHEMBL2108466
CHEMBL4650368
CHEMBL85
CHEMBL708
CHEMBL1555
CHEMBL488093
CHEMBL53904
CHEMBL54661
CHEMBL440294
CHEMBL315795
CHEMBL70927
CHEMBL1201139
CHEMBL415
CHEMBL636
CHEMBL3039540
CHEMBL1201293
CHEMBL1201187
CHEMBL796
CHEMBL1286
CHEMBL1175
CHEMBL1678
CHEMBL28218
CHEMBL16
CHEMBL12713
CHEMBL4297221
CHEMBL549
CHEMBL3092650
CHEMBL14370
CHEMBL297302
CHEMBL4650439
CHEMBL2111030
CHEMBL1201867
CHEMBL6437
CHEMBL1200951
CHEMBL643
CHEMBL650
CHEMBL896
CHEMBL4297557
CHEMBL894
CHEMBL3188993
CHEMBL109
CHEMBL1697766
CHEMBL288441
CHEMBL38380
CHEMBL940
CHEMBL4303288
CHEMBL1699
